cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
549,164,76,2021-07-29 19:38:28 UTC,0.0243,183072.4585,227912.76,44840.30154,8129.814169,33,5,Enviada
593,355,70,2021-07-28 23:25:13 UTC,0.0156,167808.5015,204293.24,36484.73851,4021.373936,68,1,Em Análise
1675,729,73,2021-07-19 11:14:53 UTC,0.0226,154071.5876,208040.39,53968.80243,9296.030985,21,1,Aprovada
700,916,79,2021-07-17 16:52:24 UTC,0.0229,92476.92679,119740.36,27263.43321,2291.128833,114,5,Enviada
1646,475,92,2021-07-16 23:07:48 UTC,0.0137,30553.57478,38268.91,7715.335221,804.3687402,54,0,Validação dos Documentos
1484,31,4,2021-07-13 13:37:16 UTC,0.0117,137722.2692,207913.53,70191.26076,2840.819878,72,5,Em Análise
1978,443,66,2021-07-12 20:46:07 UTC,0.0095,42019.73716,51632.31,9612.572845,771.9003212,77,1,Validação dos Documentos
890,685,38,2021-07-09 20:15:50 UTC,0.0159,12091.01043,16030.62,3939.609575,236.7121041,106,2,Validação dos Documentos
1385,768,32,2021-07-09 18:19:13 UTC,0.0231,139365.4158,212969.31,73603.89424,4834.881212,48,5,Em Análise
1285,568,63,2021-07-04 23:21:37 UTC,0.0135,143657.7007,243497.22,99839.51934,4086.029522,48,1,Em Análise
1870,786,40,2021-07-04 20:22:20 UTC,0.0236,67383.1533,99727.99,32344.8367,2849.990521,35,2,Enviada
87,528,12,2021-07-03 18:31:08 UTC,0.0178,54837.43927,80436.1,25598.66073,1182.225453,99,0,Enviada
793,677,18,2021-07-02 08:38:23 UTC,0.0088,182648.9859,227647.2,44998.21407,5326.093512,41,0,Aprovada
1316,691,37,2021-06-29 02:13:08 UTC,0.0159,32267.97535,44016.38,11748.40465,660.6831102,95,4,Aprovada
1419,104,68,2021-06-25 03:25:39 UTC,0.0221,1208.692263,1608.9,400.2077365,30.94561027,91,4,Validação dos Documentos
715,45,1,2021-06-17 13:09:32 UTC,0.0131,12897.53829,19848.55,6951.011715,232.1246846,100,1,Enviada
239,130,64,2021-06-17 06:07:59 UTC,0.0128,41822.959,70311.97,28489.011,776.2146257,92,0,Enviada
1350,138,85,2021-06-16 21:54:08 UTC,0.0113,97368.23155,185316.96,87948.72845,6686.439176,16,4,Enviada
102,859,3,2021-06-16 09:12:09 UTC,0.0164,107696.2338,199719.09,92022.85618,2441.63726,79,2,Enviada
1553,818,89,2021-06-16 00:39:39 UTC,0.0225,118432.9182,218435.54,100002.6218,3177.190396,82,2,Validação dos Documentos
674,904,85,2021-06-09 15:16:45 UTC,0.0141,20523.89933,31494.17,10970.27067,389.5561714,97,2,Aprovada
1634,89,40,2021-05-31 18:45:33 UTC,0.0096,28144.08989,37257.18,9113.090113,2023.58169,15,4,Em Análise
1839,504,16,2021-05-30 06:14:25 UTC,0.0155,98488.91679,145228.75,46739.83321,3154.965638,43,3,Em Análise
199,592,34,2021-05-26 15:48:16 UTC,0.0125,6964.225125,11002.49,4038.264875,158.728805,64,5,Em Análise
1738,219,41,2021-05-22 08:30:28 UTC,0.0177,148260.3757,235254.36,86993.98426,3923.148108,63,3,Validação dos Documentos
375,426,23,2021-05-20 01:38:29 UTC,0.0093,3655.899452,4480.41,824.5105483,61.02007156,88,5,Enviada
495,165,71,2021-05-16 11:54:26 UTC,0.0225,57332.86485,68767.29,11434.42515,1409.208943,111,3,Em Análise
22,355,16,2021-05-14 18:13:36 UTC,0.0087,31123.4728,42496.51,11373.0372,496.4944556,91,6,Enviada
1625,471,72,2021-05-05 09:01:14 UTC,0.0194,74248.9693,99675.37,25426.4007,1717.171203,95,3,Em Análise
795,861,72,2021-05-04 17:59:35 UTC,0.0159,25604.66554,31391.85,5787.184465,536.9314297,90,2,Em Análise
1217,844,56,2021-04-28 21:00:18 UTC,0.0108,190603.2678,224866.82,34263.55222,6014.522048,39,2,Enviada
569,776,95,2021-04-20 06:01:44 UTC,0.0249,94036.99093,165546.12,71509.12907,2606.138629,93,3,Validação dos Documentos
1321,208,49,2021-04-19 23:12:43 UTC,0.0144,33511.77338,48519.58,15007.80662,846.8874199,59,2,Aprovada
1305,969,10,2021-04-17 22:53:35 UTC,0.0154,57348.285,109760.41,52412.125,3672.28756,18,6,Em Análise
1009,472,43,2021-04-14 23:45:03 UTC,0.0121,92799.68431,110491.76,17692.07569,4646.420519,23,5,Enviada
1767,400,16,2021-04-13 20:39:24 UTC,0.0123,56569.25425,80760.58,24191.32575,1338.662581,60,3,Em Análise
1798,365,6,2021-04-12 12:37:29 UTC,0.0157,92967.51302,136645.37,43677.85698,1746.207967,116,4,Validação dos Documentos
1754,234,64,2021-04-09 05:30:12 UTC,0.0247,152085.6542,190172.16,38086.50575,3968.86865,120,2,Em Análise
114,270,83,2021-04-07 17:48:28 UTC,0.0144,115692.95,226264.07,110571.12,2571.542463,73,3,Validação dos Documentos
587,266,44,2021-04-01 02:29:52 UTC,0.0137,76609.378,150537.1,73927.722,1770.966193,66,1,Validação dos Documentos
1598,913,88,2021-03-31 13:20:50 UTC,0.0196,77748.74775,114567.75,36819.00225,1953.75098,78,6,Validação dos Documentos
1577,673,82,2021-03-31 01:29:30 UTC,0.0101,11791.1744,18333.52,6542.345602,173.8160375,115,0,Aprovada
1752,455,38,2021-03-30 22:07:32 UTC,0.0139,109165.2969,204223.76,95058.46313,5578.007408,23,0,Aprovada
485,338,20,2021-03-30 08:59:12 UTC,0.0246,142181.2949,213555.4,71374.10511,4019.595312,84,1,Aprovada
1288,471,34,2021-03-25 18:41:06 UTC,0.0137,71697.98553,118154.95,46456.96447,1673.186471,65,0,Validação dos Documentos
844,103,24,2021-03-25 03:03:51 UTC,0.0244,83759.7663,112593.5,28833.7337,2245.253799,100,3,Aprovada
454,767,38,2021-03-22 17:46:56 UTC,0.0218,60002.5241,117827.92,57825.3959,2379.399469,37,5,Aprovada
285,798,79,2021-03-18 23:57:36 UTC,0.0166,69718.9286,130839.39,61120.4614,70876.26282,1,1,Enviada
1308,390,15,2021-03-15 17:13:43 UTC,0.0097,38900.41623,57310.9,18410.48377,1070.923185,45,4,Aprovada
1662,693,72,2021-03-14 01:34:29 UTC,0.0199,205244.5575,247930.69,42686.13254,5942.465185,59,4,Enviada
496,154,85,2021-03-11 14:54:22 UTC,0.0099,30205.03571,44958.33,14753.29429,498.4224134,93,5,Enviada
95,660,55,2021-03-10 06:50:09 UTC,0.0158,60076.66214,74316.24,14239.57786,1847.463372,46,3,Enviada
1734,819,58,2021-03-07 09:04:04 UTC,0.0218,40229.91524,69161.21,28931.29476,994.619063,99,0,Em Análise
1126,213,19,2021-03-04 09:06:04 UTC,0.0095,87235.55141,103873.9,16638.34859,44240.30848,2,5,Enviada
41,608,2,2021-03-04 08:08:46 UTC,0.0136,168359.6776,235794.55,67434.87241,35058.12149,5,4,Enviada
215,245,39,2021-02-28 18:17:15 UTC,0.0103,64763.50971,108663.15,43899.64029,1023.14778,103,1,Enviada
1441,342,58,2021-02-26 21:19:33 UTC,0.0239,35917.27353,55694.86,19777.58647,968.7027967,92,4,Validação dos Documentos
1647,555,69,2021-02-26 01:43:57 UTC,0.0142,132888.4784,171688.88,38800.40157,4844.506938,35,1,Aprovada
1236,920,2,2021-02-17 23:51:34 UTC,0.0137,23959.92138,42326.16,18366.23862,443.5792597,99,1,Em Análise
1911,127,10,2021-02-17 16:43:26 UTC,0.0159,55943.23883,72010.93,16067.69117,1425.580834,62,5,Enviada
1036,9,53,2021-02-12 15:45:40 UTC,0.0094,7407.429891,9572.69,2165.260109,218.552156,41,4,Enviada
1351,71,42,2021-02-12 09:06:07 UTC,0.0154,80735.3367,154852.7,74117.3633,2071.286692,60,5,Validação dos Documentos
916,457,28,2021-02-11 10:11:51 UTC,0.0095,155359.4503,221739.32,66379.86969,4999.715245,37,2,Validação dos Documentos
1622,539,6,2021-02-06 09:13:35 UTC,0.0181,1636.687427,1952.81,316.1225725,37.15104582,89,1,Em Análise
1391,740,5,2021-01-28 07:57:09 UTC,0.0193,10855.04167,17090.85,6235.808326,255.1749102,90,3,Aprovada
1583,160,32,2021-01-27 03:14:46 UTC,0.0087,57813.79169,106288.07,48474.27831,6706.415035,9,0,Validação dos Documentos
106,114,60,2021-01-27 03:13:52 UTC,0.0091,95446.23755,131196.9,35750.66245,1495.194809,96,3,Enviada
138,490,73,2021-01-26 19:49:48 UTC,0.0105,7254.413204,8976.72,1722.306796,130.3995742,84,4,Validação dos Documentos
252,972,88,2021-01-24 21:26:34 UTC,0.0187,107351.8192,163689.48,56337.66078,2583.533055,81,2,Validação dos Documentos
1416,438,73,2021-01-23 02:40:11 UTC,0.0162,36243.94967,47235.2,10991.25033,2049.901832,21,3,Aprovada
1759,42,43,2021-01-19 09:33:14 UTC,0.0235,164590.1816,199065.77,34475.58844,8780.729872,25,5,Enviada
131,694,37,2021-01-17 09:28:43 UTC,0.0222,101045.7035,183975.03,82929.32649,7572.345859,16,4,Validação dos Documentos
510,996,52,2021-01-16 05:11:02 UTC,0.0178,143086.2974,176897.3,33811.00257,5030.928725,40,1,Aprovada
94,17,73,2021-01-15 07:58:32 UTC,0.0248,49088.57179,88730.23,39641.65821,1288.983135,118,2,Enviada
1645,169,4,2021-01-12 23:53:55 UTC,0.0081,23609.29463,31956.29,8346.995365,2252.011998,11,2,Em Análise
1145,849,36,2021-01-11 01:56:28 UTC,0.0202,134658.7735,175034.36,40375.5865,3358.819336,83,5,Enviada
1235,359,22,2021-01-08 21:11:43 UTC,0.0116,187941.9651,225117.54,37175.57494,190122.0919,1,6,Enviada
1113,70,20,2021-01-06 05:30:01 UTC,0.0201,71453.78471,104460.86,33007.07529,1663.61452,100,4,Enviada
785,644,5,2021-01-05 12:43:09 UTC,0.0111,100312.2281,142248.96,41936.73192,1768.191331,90,6,Aprovada
1445,832,97,2021-01-05 01:58:46 UTC,0.011,117153.434,148156.89,31003.45602,4480.584948,31,6,Aprovada
1691,154,91,2020-12-29 01:20:14 UTC,0.0175,43602.63052,56330.6,12727.96948,15045.84912,3,3,Enviada
946,600,46,2020-12-26 09:55:29 UTC,0.0237,10416.90645,15278.88,4861.973549,311.7869841,67,3,Enviada
667,849,77,2020-12-24 07:58:24 UTC,0.0137,9038.788244,11752.05,2713.261756,1579.518681,6,3,Enviada
457,474,17,2020-12-23 02:44:41 UTC,0.0084,187030.7698,238235.74,51204.97018,12541.49661,16,3,Em Análise
1548,965,50,2020-12-21 19:50:19 UTC,0.0102,75743.00949,100845.96,25102.95051,1971.818908,49,6,Enviada
814,843,75,2020-12-21 19:30:57 UTC,0.0194,79857.24099,106282.27,26425.02901,2207.036556,63,4,Enviada
1684,868,36,2020-12-21 01:38:42 UTC,0.016,124537.0705,172060.29,47523.21952,4886.843025,33,4,Validação dos Documentos
1187,86,18,2020-12-17 04:14:39 UTC,0.0205,127345.8954,162276.53,34930.63458,3399.148596,72,1,Aprovada
1660,563,89,2020-12-09 02:05:38 UTC,0.0103,24663.29042,35565.54,10902.24958,362.0962123,118,0,Em Análise
648,794,42,2020-11-30 10:49:07 UTC,0.0095,115350.9968,211447.42,96096.42316,2157.446297,75,1,Validação dos Documentos
189,690,17,2020-11-27 00:26:31 UTC,0.0129,19572.88934,32461.13,12888.24066,732.0538187,33,1,Em Análise
233,866,20,2020-11-26 22:35:25 UTC,0.0248,33518.42501,65218.6,31700.17499,4670.740149,8,1,Em Análise
16,981,73,2020-11-23 10:51:35 UTC,0.0092,38057.25947,74565.7,36508.44053,1118.482235,41,4,Validação dos Documentos
1549,658,47,2020-11-23 03:50:19 UTC,0.0247,58686.44715,110594.38,51907.93285,1631.001543,90,6,Aprovada
378,824,70,2020-11-23 03:22:45 UTC,0.021,149166.6037,195978.09,46811.48625,152299.1024,1,2,Em Análise
697,324,86,2020-11-21 13:37:07 UTC,0.0196,81725.15566,162457.02,80731.86434,1870.303908,100,1,Enviada
1512,895,33,2020-11-19 13:33:14 UTC,0.0179,99892.9732,174480.38,74587.4068,5156.647273,24,3,Enviada
1195,757,47,2020-11-17 14:01:09 UTC,0.0195,68847.74706,125784.77,56937.02294,1513.193293,113,0,Em Análise
173,664,67,2020-11-13 20:28:15 UTC,0.0136,5709.751976,10584.1,4874.348024,123.8528491,73,3,Aprovada
1033,317,14,2020-11-11 02:05:05 UTC,0.0125,95334.48985,131387.49,36053.00015,1620.643334,107,0,Aprovada
398,633,72,2020-11-08 20:26:11 UTC,0.0203,74174.6093,140472.94,66298.3307,10138.65725,8,5,Enviada
1103,197,39,2020-11-07 12:35:19 UTC,0.0142,88369.70189,164966.27,76596.56811,2671.015827,45,6,Em Análise
993,46,99,2020-11-03 03:51:22 UTC,0.0166,7990.374741,11443.64,3453.265259,182.2879888,79,6,Aprovada
310,207,65,2020-11-01 23:15:39 UTC,0.011,131315.0578,234992.19,103677.1322,3194.881111,55,2,Aprovada
662,461,59,2020-10-30 11:57:22 UTC,0.0213,118546.6485,162746.42,44199.77153,3361.422847,66,2,Em Análise
1192,258,64,2020-10-29 04:45:35 UTC,0.0098,79972.88009,128911.67,48938.78991,1360.469627,88,0,Validação dos Documentos
1831,837,61,2020-10-27 17:59:31 UTC,0.0198,67658.76143,132181.85,64523.08857,8281.332438,9,4,Enviada
612,76,86,2020-10-23 01:42:55 UTC,0.0118,75992.31252,117110.56,41118.24748,1862.091136,56,6,Validação dos Documentos
469,830,88,2020-10-19 14:33:10 UTC,0.0211,4356.737688,8695.61,4338.872312,147.0346747,47,4,Validação dos Documentos
1633,777,27,2020-10-19 11:04:57 UTC,0.0148,114343.1461,184175.48,69832.33393,3675.162426,42,1,Aprovada
753,867,56,2020-10-17 04:01:09 UTC,0.0118,71643.03554,94801.74,23158.70446,2350.439608,38,3,Validação dos Documentos
783,168,84,2020-10-14 20:35:33 UTC,0.0167,68262.44567,128315.08,60052.63433,1602.812161,75,4,Validação dos Documentos
103,545,23,2020-10-12 23:19:47 UTC,0.0241,59138.71693,87311.69,28172.97307,2141.253251,46,4,Aprovada
1585,856,68,2020-10-12 00:32:46 UTC,0.021,109688.6259,175685.25,65996.62409,5088.669999,29,3,Em Análise
934,247,86,2020-10-11 16:34:11 UTC,0.019,71362.77283,134563.94,63201.16717,2081.296022,56,1,Enviada
962,72,16,2020-10-10 16:15:03 UTC,0.0185,1649.367183,2180.78,531.4128174,42.21295878,70,1,Aprovada
1384,647,85,2020-10-10 12:35:52 UTC,0.014,132774.8186,229180.05,96405.23143,3067.225028,67,6,Em Análise
1257,55,71,2020-10-09 04:39:45 UTC,0.0227,159066.0812,244202.87,85136.78878,5753.873427,44,4,Aprovada
123,140,79,2020-10-08 21:02:16 UTC,0.022,93266.08185,142590.32,49324.23815,4890.026492,25,4,Aprovada
647,938,85,2020-10-05 11:48:51 UTC,0.0081,115525.2191,195909.91,80384.69089,6280.076834,20,0,Aprovada
338,712,42,2020-10-02 12:27:15 UTC,0.0229,80924.74013,130001.32,49076.57987,2678.341198,52,2,Enviada
326,478,30,2020-09-29 02:37:44 UTC,0.0231,19627.6103,25977.11,6349.499702,697.27586,46,3,Em Análise
920,911,52,2020-09-25 07:08:27 UTC,0.0103,42931.19499,73757.17,30825.97501,624.9053261,120,4,Enviada
749,758,92,2020-09-21 08:38:01 UTC,0.0131,27377.87896,37637.52,10259.64104,495.1611063,99,3,Validação dos Documentos
332,942,96,2020-09-12 23:24:18 UTC,0.0238,124255.8313,154494.74,30238.9087,9947.325187,15,6,Validação dos Documentos
1516,933,29,2020-09-12 18:09:07 UTC,0.0096,89242.31861,159243.81,70001.49139,2643.331624,41,3,Validação dos Documentos
528,986,78,2020-09-10 13:26:40 UTC,0.0132,24131.9556,32482.14,8350.184403,1899.204364,14,4,Enviada
1250,559,72,2020-09-10 09:32:33 UTC,0.0144,9183.704341,18148.5,8964.795659,204.1289956,73,6,Enviada
1030,197,82,2020-09-09 06:29:31 UTC,0.0124,155074.3871,229773.46,74699.07286,5142.385348,38,1,Aprovada
1741,295,51,2020-09-07 16:30:31 UTC,0.0083,9775.187814,19046.08,9270.892186,146.1450873,98,3,Validação dos Documentos
502,445,69,2020-09-06 04:47:20 UTC,0.0222,24748.49234,40543.55,15795.05766,8618.455725,3,3,Validação dos Documentos
267,183,5,2020-09-03 16:48:29 UTC,0.0245,50643.82419,60087.47,9443.645814,4922.186272,12,6,Validação dos Documentos
354,662,28,2020-09-01 21:50:56 UTC,0.0151,122141.833,242789.63,120647.797,2752.227003,74,4,Validação dos Documentos
981,33,59,2020-08-31 16:52:56 UTC,0.0096,181646.1837,221718.33,40072.14632,10025.48743,20,2,Aprovada
172,381,37,2020-08-30 10:32:52 UTC,0.0186,90424.0941,135771.1,45347.0059,1897.542507,118,1,Validação dos Documentos
1777,520,92,2020-08-29 23:59:06 UTC,0.0223,43392.04257,70898.29,27506.24743,1093.585343,98,2,Em Análise
1607,130,99,2020-08-29 02:35:37 UTC,0.023,14037.56224,19633.56,5595.99776,1007.005945,17,0,Enviada
1148,796,92,2020-08-27 12:35:25 UTC,0.0202,34039.65898,44390.49,10350.83102,1192.067272,43,5,Em Análise
692,315,68,2020-08-22 22:06:53 UTC,0.0155,136288.5225,205051.67,68763.14754,2531.018686,117,4,Validação dos Documentos
1413,498,12,2020-08-21 12:01:47 UTC,0.0177,1702.589459,2118.23,415.6405406,97.78223269,21,1,Enviada
698,272,86,2020-08-17 20:22:36 UTC,0.0247,126164.5594,178587.31,52422.75057,3528.426999,88,1,Validação dos Documentos
1847,841,84,2020-08-16 17:07:17 UTC,0.0125,109073.2813,174923.8,65850.51871,5107.08008,25,1,Enviada
1220,917,49,2020-08-03 01:49:36 UTC,0.014,91234.44773,180077.48,88843.03227,1733.654015,96,5,Validação dos Documentos
1465,528,28,2020-08-01 04:30:13 UTC,0.0147,74060.95299,133815.42,59754.46701,2462.106923,40,2,Aprovada
1523,247,19,2020-07-31 08:21:22 UTC,0.0215,75466.06501,142225.29,66759.22499,2536.028236,48,3,Em Análise
519,236,72,2020-07-31 00:05:45 UTC,0.0117,151129.5134,211434.59,60305.07662,3333.115292,65,1,Enviada
923,38,86,2020-07-30 15:26:47 UTC,0.0212,186247.6384,229957.55,43709.91163,6644.183377,43,6,Aprovada
1379,101,20,2020-07-28 00:07:36 UTC,0.0193,53602.97038,89103.04,35500.06962,1722.756417,48,4,Em Análise
370,883,64,2020-07-26 15:26:19 UTC,0.0147,77630.22256,131066.34,53436.11744,1879.99915,64,0,Enviada
1361,814,100,2020-07-25 20:50:30 UTC,0.0227,45431.89294,74490.36,29058.46706,1326.031489,67,5,Validação dos Documentos
377,771,96,2020-07-24 23:51:36 UTC,0.01,34762.03071,65705.6,30943.56929,5998.131622,6,0,Enviada
895,674,29,2020-07-24 15:00:23 UTC,0.021,94843.85322,140271.31,45427.45678,2363.479287,89,1,Enviada
76,474,74,2020-07-23 06:34:35 UTC,0.0123,94007.18082,140410.74,46403.55918,2010.814699,70,3,Enviada
1884,604,41,2020-07-21 19:30:23 UTC,0.0152,3439.261478,5144.3,1705.038522,88.70003995,59,0,Em Análise
673,927,13,2020-07-20 09:16:36 UTC,0.0213,122043.3376,193809.71,71766.37239,4187.837959,46,4,Enviada
1149,204,84,2020-07-14 02:41:18 UTC,0.0244,8810.698556,14833.47,6022.771444,227.9201396,119,6,Em Análise
1663,381,86,2020-07-13 19:37:25 UTC,0.0233,134122.579,193574.19,59451.61099,4239.79221,58,4,Validação dos Documentos
1228,178,36,2020-07-13 08:18:58 UTC,0.0175,121580.9531,150264.55,28683.59695,3423.47017,56,6,Aprovada
8,742,55,2020-07-09 09:52:07 UTC,0.0181,5279.594591,9254.2,3974.605409,115.9042147,97,0,Em Análise
1123,764,24,2020-07-08 01:44:02 UTC,0.0208,135426.1777,188292.24,52866.06225,3108.155211,115,1,Validação dos Documentos
245,253,68,2020-07-03 09:25:31 UTC,0.0162,19945.23958,23755.74,3810.500421,4184.992405,5,4,Validação dos Documentos
1303,308,77,2020-06-25 23:58:31 UTC,0.0248,180256.6117,240219.34,59962.72829,12012.30502,19,5,Enviada
681,986,39,2020-06-24 18:38:26 UTC,0.0112,79704.95544,108450.48,28745.52456,3950.186863,23,3,Enviada
887,989,74,2020-06-23 04:56:07 UTC,0.0186,14742.67196,18687.04,3944.368036,328.1249501,98,0,Validação dos Documentos
251,588,18,2020-06-14 07:39:19 UTC,0.0123,58117.57335,92667.1,34549.52665,1071.394091,90,3,Validação dos Documentos
55,607,23,2020-06-04 16:50:24 UTC,0.0169,82374.84215,100418.72,18043.87785,8269.165717,11,2,Em Análise
400,520,63,2020-06-02 23:37:39 UTC,0.0244,15747.05982,26179.89,10432.83018,451.4507075,79,2,Em Análise
846,817,59,2020-06-02 10:09:57 UTC,0.0166,75574.23935,92324.12,16749.88065,2750.01343,37,3,Validação dos Documentos
23,358,5,2020-05-30 04:42:27 UTC,0.0113,13338.28721,18727.61,5389.322788,252.2372928,81,0,Enviada
241,622,32,2020-05-29 09:53:02 UTC,0.0249,138378.4524,210778.11,72399.65761,4730.201555,53,0,Aprovada
1140,63,55,2020-05-29 05:16:15 UTC,0.0138,60985.25328,77884.05,16898.79672,1223.12432,85,1,Em Análise
250,794,47,2020-05-19 03:39:01 UTC,0.0155,148973.3956,178047.17,29073.77438,11207.23185,15,0,Aprovada
445,118,42,2020-05-18 22:01:16 UTC,0.0172,33240.82176,40267.83,7027.008239,663.514921,116,2,Aprovada
943,876,92,2020-05-18 05:43:38 UTC,0.0192,111468.6916,219863.08,108394.3884,2428.829609,112,5,Em Análise
607,837,40,2020-05-16 11:24:49 UTC,0.0248,146669.2746,197647.71,50978.43543,3981.021504,100,2,Em Análise
333,918,93,2020-05-13 04:36:10 UTC,0.0242,118352.1362,149260.25,30908.11382,4722.724043,39,4,Validação dos Documentos
1153,501,73,2020-05-12 00:10:40 UTC,0.022,2353.696615,3488.27,1134.573385,69.39890194,63,3,Validação dos Documentos
414,891,94,2020-05-09 22:39:52 UTC,0.009,118293.5356,229861.15,111567.6144,1951.843533,88,1,Em Análise
1171,732,1,2020-05-04 21:51:58 UTC,0.0242,40476.95901,56464.88,15987.92099,20976.064,2,0,Enviada
1937,251,5,2020-05-04 15:43:28 UTC,0.0113,127390.8951,238393.65,111002.7549,2595.063906,72,5,Em Análise
1127,518,91,2020-05-03 07:29:37 UTC,0.0148,53583.39003,78606.22,25022.82997,18392.40845,3,0,Aprovada
659,520,69,2020-05-03 03:03:39 UTC,0.012,20736.80378,35307.54,14570.73622,1617.952063,14,3,Validação dos Documentos
1705,585,9,2020-04-30 19:05:21 UTC,0.0245,104978.2171,157068.88,52090.6629,2843.755295,97,0,Aprovada
986,111,63,2020-04-30 17:31:33 UTC,0.0105,59451.94746,70673.34,11221.39254,4304.505019,15,3,Aprovada
1895,596,95,2020-04-28 14:28:54 UTC,0.0146,16642.6161,20329.7,3687.083904,523.8863871,43,2,Em Análise
1656,682,44,2020-04-28 10:43:12 UTC,0.0223,11145.28432,15777.05,4631.765676,11393.82416,1,0,Validação dos Documentos
417,126,10,2020-04-25 18:08:17 UTC,0.0249,133251.2047,192758.12,59506.91533,3889.017173,78,0,Aprovada
1708,834,71,2020-04-25 16:06:35 UTC,0.0085,204394.4123,249758.68,45364.26775,16673.97763,13,1,Em Análise
877,630,77,2020-04-22 19:12:03 UTC,0.0098,14004.69681,18885.91,4881.213192,213.0068668,106,4,Validação dos Documentos
1939,695,46,2020-04-21 00:53:57 UTC,0.0183,3408.604344,6487.1,3078.495656,73.5304058,104,1,Em Análise
1750,756,30,2020-04-14 11:58:17 UTC,0.0211,46664.9913,71877.71,25212.7187,1290.049894,69,4,Em Análise
489,42,76,2020-04-13 00:38:28 UTC,0.012,17452.67487,28326.94,10874.26513,628.1627532,34,1,Validação dos Documentos
731,660,85,2020-04-11 07:58:18 UTC,0.0232,136136.9637,243044.58,106907.6163,3951.921788,70,0,Em Análise
1359,178,23,2020-04-09 20:22:33 UTC,0.0227,93336.67008,172384.14,79047.46992,2742.027827,66,1,Aprovada
35,72,66,2020-04-06 01:33:38 UTC,0.0112,4518.381234,5668.8,1150.418766,194.8520662,27,6,Validação dos Documentos
1365,710,25,2020-04-04 01:23:26 UTC,0.0115,37744.22177,69065.94,31321.71823,713.3946929,82,5,Aprovada
205,425,43,2020-04-02 08:14:39 UTC,0.0139,112816.1555,197807.13,84990.97445,1992.766753,112,2,Em Análise
1396,915,12,2020-03-31 22:56:27 UTC,0.0248,67743.15106,131033.88,63290.72894,2071.640822,68,1,Validação dos Documentos
65,715,11,2020-03-30 18:10:19 UTC,0.0097,135344.8636,178804.33,43459.46643,2400.671315,82,4,Validação dos Documentos
238,201,56,2020-03-29 11:46:53 UTC,0.0189,71355.91875,90989.6,19633.68125,1529.583775,114,6,Validação dos Documentos
